transaction_id,order_id,transaction_date,transaction_type,amount,currency,payment_method,payment_reference,merchant_id,processor_response,processor_fee,is_processed,created_at,updated_at
TXN_00000782,,2025-05-22 19:19:11,Sale,177.4,USD,Credit Card,REF_761194,MERCH_012,Declined,4.73,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000783,ORD_00000734,2025-01-01 19:19:11,Discount,-549.55,USD,Debit Card,REF_647762,MERCH_042,Pending,7.55,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000784,ORD_00002795,2025-07-21 19:19:11,Discount,947.03,USD,Cash,REF_783437,MERCH_027,Pending,8.4,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000785,ORD_00001146,2023-09-05 19:19:11,Adjustment,-198.34,USD,PayPal,REF_560822,MERCH_006,Approved,0.67,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000786,,2024-05-01 19:19:11,Adjustment,779.89,USD,Debit Card,REF_671590,MERCH_090,Approved,6.8,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000787,ORD_00000139,2024-04-28 19:19:11,Discount,206.26,USD,Debit Card,REF_793776,MERCH_017,Approved,5.61,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000788,ORD_00001326,2023-12-26 19:19:11,Adjustment,-874.38,USD,PayPal,REF_751793,MERCH_014,Declined,3.7,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000789,ORD_00002443,2024-08-03 19:19:11,Fee,-981.04,USD,Cash,REF_860347,MERCH_085,Approved,0.94,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000790,ORD_00003376,2025-03-15 19:19:11,Sale,-524.48,USD,Bank Transfer,REF_431585,MERCH_031,Declined,1.83,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000791,ORD_00001216,2023-11-14 19:19:11,Adjustment,586.64,USD,Debit Card,REF_847755,MERCH_049,Pending,3.44,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000792,ORD_00001624,2023-09-02 19:19:11,Refund,-771.19,USD,PayPal,REF_954608,MERCH_048,Pending,9.39,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000793,ORD_00004059,2023-08-12 19:19:11,Fee,-876.16,USD,Debit Card,REF_729731,MERCH_047,Pending,2.76,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000794,ORD_00003074,2024-11-24 19:19:11,Sale,245.1,USD,PayPal,REF_883314,MERCH_012,Pending,8.18,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000795,ORD_00004571,2023-08-27 19:19:11,Refund,-895.3,USD,Debit Card,REF_666198,MERCH_056,Approved,7.35,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000796,ORD_00001165,2023-08-15 19:19:11,Discount,-765.62,USD,Credit Card,REF_653404,MERCH_035,Approved,4.87,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000797,ORD_00004668,2024-03-15 19:19:11,Sale,-415.71,USD,Credit Card,REF_569440,MERCH_071,Approved,3.05,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000798,ORD_00001024,2024-06-18 19:19:11,Fee,-996.31,USD,Bank Transfer,REF_993106,MERCH_096,Approved,0.62,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000799,ORD_00001951,2024-07-29 19:19:11,Fee,729.19,USD,Bank Transfer,REF_928899,MERCH_071,Approved,6.73,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000800,ORD_00001719,2024-07-04 19:19:11,Discount,260.92,USD,PayPal,REF_861396,MERCH_056,Declined,0.66,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000801,ORD_00002959,2024-10-14 19:19:11,Refund,50.62,USD,Bank Transfer,REF_523482,MERCH_060,Pending,5.23,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000802,ORD_00002322,2023-10-28 19:19:11,Refund,-538.53,USD,Debit Card,REF_428640,MERCH_036,Declined,6.75,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000803,ORD_00000170,2025-07-16 19:19:11,Fee,234.97,USD,Bank Transfer,REF_515159,MERCH_022,Approved,2.84,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000804,,2023-11-02 19:19:11,Discount,436.24,USD,Credit Card,REF_913100,MERCH_019,Declined,0.17,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000805,ORD_00001953,2025-01-23 19:19:11,Adjustment,-990.42,USD,Debit Card,REF_905353,MERCH_002,Declined,4.77,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000806,ORD_00001079,2025-01-09 19:19:11,Fee,57.79,USD,PayPal,REF_536173,MERCH_077,Declined,7.74,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000807,,2024-04-10 19:19:11,Discount,52.84,USD,Cash,REF_516765,MERCH_040,Pending,5.46,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000808,ORD_00004154,2024-02-17 19:19:11,Fee,412.54,USD,Debit Card,REF_631009,MERCH_009,Approved,5.67,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000809,ORD_00004017,2024-07-23 19:19:11,Fee,855.28,USD,Credit Card,REF_776578,MERCH_018,Declined,5.91,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000810,ORD_00000180,2024-09-22 19:19:11,Refund,-267.08,USD,Bank Transfer,REF_904449,MERCH_069,Approved,4.34,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000811,,2025-07-25 19:19:11,Adjustment,95.41,USD,Credit Card,REF_722532,MERCH_090,Approved,1.15,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000812,ORD_00004583,2025-07-10 19:19:11,Fee,379.58,USD,Cash,REF_337119,MERCH_026,Approved,6.46,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000813,ORD_00003596,2023-10-09 19:19:11,Sale,-385.01,USD,Bank Transfer,REF_756990,MERCH_008,Approved,7.64,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000814,ORD_00004889,2024-02-27 19:19:11,Sale,373.53,USD,Debit Card,REF_228096,MERCH_036,Declined,7.33,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000815,ORD_00004197,2024-08-14 19:19:11,Adjustment,738.02,USD,Cash,REF_547711,MERCH_025,Approved,8.59,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000816,ORD_00003948,2025-02-13 19:19:11,Sale,339.18,USD,Credit Card,REF_563590,MERCH_043,Declined,7.31,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000817,ORD_00004620,2024-11-03 19:19:11,Discount,-457.75,USD,Debit Card,REF_913963,MERCH_049,Declined,1.28,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000818,ORD_00003010,2024-01-01 19:19:11,Refund,-713.27,USD,Cash,REF_908313,MERCH_050,Declined,4.65,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000819,ORD_00003165,2025-04-13 19:19:11,Sale,87.43,USD,PayPal,REF_590775,MERCH_049,Approved,1.35,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000820,ORD_00003717,2024-11-10 19:19:11,Sale,-793.97,USD,Cash,REF_475351,MERCH_017,Declined,7.88,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000821,ORD_00003215,2025-01-23 19:19:11,Fee,728.6,USD,Debit Card,REF_749486,MERCH_094,Declined,9.03,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000822,ORD_00002909,2024-04-03 19:19:11,Fee,32.88,USD,Debit Card,REF_443880,MERCH_034,Approved,4.68,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000823,ORD_00004608,2025-03-29 19:19:11,Adjustment,301.96,USD,Credit Card,REF_551782,MERCH_069,Pending,4.67,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000824,,2025-06-23 19:19:11,Discount,-453.53,USD,PayPal,REF_475011,MERCH_056,Declined,9.39,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000825,ORD_00003587,2024-12-17 19:19:11,Fee,-768.71,USD,PayPal,REF_536767,MERCH_037,Approved,3.17,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000826,ORD_00001330,2024-12-30 19:19:11,Refund,-281.34,USD,Debit Card,REF_661253,MERCH_051,Approved,9.77,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000827,ORD_00000997,2024-05-05 19:19:11,Adjustment,807.45,USD,Credit Card,REF_750075,MERCH_100,Approved,7.28,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000828,ORD_00004535,2024-06-19 19:19:11,Refund,-144.28,USD,Credit Card,REF_235869,MERCH_033,Pending,6.24,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000829,ORD_00004039,2025-04-24 19:19:11,Refund,122.89,USD,Bank Transfer,REF_824916,MERCH_020,Declined,6.27,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000830,ORD_00001981,2025-03-15 19:19:11,Refund,-485.9,USD,PayPal,REF_138205,MERCH_089,Declined,5.75,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000831,ORD_00000389,2024-11-21 19:19:11,Discount,905.8,USD,Cash,REF_183149,MERCH_030,Declined,9.57,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000832,ORD_00001227,2023-09-05 19:19:11,Adjustment,925.49,USD,Credit Card,REF_570501,MERCH_033,Approved,9.4,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000833,ORD_00004382,2024-09-13 19:19:11,Adjustment,-773.87,USD,Credit Card,REF_211954,MERCH_001,Approved,0.63,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000834,ORD_00002204,2024-12-21 19:19:11,Sale,-99.25,USD,Credit Card,REF_377239,MERCH_023,Declined,6.73,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000835,ORD_00004025,2024-11-23 19:19:11,Adjustment,133.44,USD,PayPal,REF_637921,MERCH_061,Declined,3.65,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000836,ORD_00004061,2024-09-04 19:19:11,Discount,547.64,USD,Cash,REF_713180,MERCH_056,Approved,1.59,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000837,ORD_00003495,2024-02-16 19:19:11,Adjustment,-656.17,USD,Bank Transfer,REF_794757,MERCH_034,Pending,1.56,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000838,ORD_00003633,2024-10-20 19:19:11,Adjustment,-585.82,USD,Cash,REF_830006,MERCH_055,Declined,4.66,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000839,ORD_00001135,2024-06-07 19:19:11,Sale,503.27,USD,Debit Card,REF_608658,MERCH_030,Pending,3.35,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000840,ORD_00004852,2025-06-03 19:19:11,Sale,-701.17,USD,Bank Transfer,REF_487078,MERCH_053,Declined,8.46,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000841,ORD_00003963,2023-08-18 19:19:11,Sale,-630.04,USD,Credit Card,REF_375457,MERCH_062,Declined,7.56,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000842,ORD_00002234,2025-06-29 19:19:11,Discount,269.14,USD,Debit Card,REF_315209,MERCH_036,Pending,4.46,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000843,ORD_00002731,2025-03-31 19:19:11,Fee,-351.5,USD,Debit Card,REF_191383,MERCH_058,Approved,9.47,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000844,ORD_00003168,2024-01-12 19:19:11,Fee,700.07,USD,Bank Transfer,REF_117724,MERCH_088,Declined,5.72,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000845,ORD_00001032,2023-12-24 19:19:11,Discount,-236.14,USD,Credit Card,REF_660224,MERCH_022,Declined,7.8,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000846,ORD_00000289,2023-10-11 19:19:11,Sale,-297.87,USD,Debit Card,REF_166483,MERCH_049,Pending,4.45,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000847,,2024-11-01 19:19:11,Discount,-714.08,USD,Debit Card,REF_364954,MERCH_007,Pending,7.96,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000848,ORD_00000168,2024-05-15 19:19:11,Fee,-494.56,USD,Bank Transfer,REF_376707,MERCH_050,Approved,4.66,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000849,ORD_00000090,2024-06-13 19:19:11,Sale,-591.91,USD,Credit Card,REF_302353,MERCH_099,Declined,3.67,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000850,,2024-03-05 19:19:11,Fee,-225.36,USD,Bank Transfer,REF_797039,MERCH_046,Pending,2.41,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000851,ORD_00000758,2025-01-06 19:19:11,Refund,176.69,USD,Cash,REF_479175,MERCH_043,Approved,5.78,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000852,ORD_00001781,2024-02-13 19:19:11,Discount,99.12,USD,Bank Transfer,REF_231064,MERCH_091,Approved,9.54,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000853,ORD_00002349,2024-09-07 19:19:11,Sale,-350.43,USD,Credit Card,REF_521639,MERCH_085,Approved,3.24,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000854,ORD_00004193,2023-08-07 19:19:11,Sale,973.9,USD,Bank Transfer,REF_984492,MERCH_090,Pending,4.01,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000855,ORD_00001223,2024-04-02 19:19:11,Discount,66.9,USD,Bank Transfer,REF_903968,MERCH_029,Declined,0.28,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000856,,2025-05-17 19:19:11,Refund,-292.5,USD,Debit Card,REF_473978,MERCH_072,Approved,9.46,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000857,ORD_00000501,2025-03-20 19:19:11,Sale,-947.69,USD,Cash,REF_553987,MERCH_025,Approved,5.26,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000858,ORD_00003312,2023-12-26 19:19:11,Refund,-605.0,USD,Credit Card,REF_524601,MERCH_050,Declined,6.2,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000859,ORD_00002601,2024-12-23 19:19:11,Sale,-817.34,USD,Debit Card,REF_644563,MERCH_006,Approved,3.99,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000860,ORD_00003886,2024-03-09 19:19:11,Refund,-985.41,USD,Cash,REF_289071,MERCH_039,Pending,2.78,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000861,ORD_00001955,2024-01-10 19:19:11,Adjustment,65.58,USD,Debit Card,REF_281265,MERCH_038,Declined,0.84,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000862,ORD_00000766,2023-08-17 19:19:11,Adjustment,772.07,USD,Debit Card,REF_637920,MERCH_047,Declined,5.58,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000863,ORD_00000766,2023-11-11 19:19:11,Sale,244.9,USD,Bank Transfer,REF_764280,MERCH_078,Approved,1.26,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000864,ORD_00003247,2024-02-16 19:19:11,Sale,268.5,USD,Credit Card,REF_859870,MERCH_090,Pending,2.34,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000865,ORD_00002626,2023-11-04 19:19:11,Refund,481.01,USD,Credit Card,REF_251288,MERCH_075,Pending,9.61,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000866,ORD_00000139,2024-10-20 19:19:11,Discount,662.22,USD,Bank Transfer,REF_398524,MERCH_049,Approved,6.11,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000867,ORD_00002437,2024-05-26 19:19:11,Refund,-587.22,USD,Bank Transfer,REF_311643,MERCH_004,Pending,0.5,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000868,ORD_00004911,2024-06-20 19:19:11,Sale,722.39,USD,Debit Card,REF_738311,MERCH_007,Declined,1.0,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000869,ORD_00001777,2025-06-10 19:19:11,Sale,-438.55,USD,Bank Transfer,REF_621087,MERCH_026,Approved,0.49,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000870,ORD_00003136,2024-06-14 19:19:11,Sale,722.67,USD,Credit Card,REF_428622,MERCH_072,Pending,3.56,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000871,ORD_00003815,2024-02-19 19:19:11,Adjustment,-217.62,USD,Credit Card,REF_942825,MERCH_095,Pending,2.92,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000872,ORD_00003510,2023-10-12 19:19:11,Refund,975.85,USD,Cash,REF_109260,MERCH_025,Declined,0.75,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000873,ORD_00004164,2024-08-26 19:19:11,Adjustment,-493.05,USD,Debit Card,REF_556621,MERCH_029,Approved,6.45,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000874,ORD_00003416,2025-01-29 19:19:11,Refund,-461.28,USD,Cash,REF_508540,MERCH_021,Declined,2.05,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000875,ORD_00001697,2023-10-31 19:19:11,Adjustment,587.29,USD,Debit Card,REF_579238,MERCH_090,Declined,2.62,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000876,ORD_00003383,2024-03-25 19:19:11,Sale,854.37,USD,Cash,REF_888947,MERCH_053,Declined,8.76,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000877,ORD_00004696,2023-08-08 19:19:11,Refund,273.45,USD,PayPal,REF_379558,MERCH_037,Pending,3.38,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000878,ORD_00002434,2024-04-27 19:19:11,Refund,879.73,USD,Cash,REF_352220,MERCH_024,Declined,2.4,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000879,ORD_00004465,2024-02-06 19:19:11,Fee,-161.61,USD,Credit Card,REF_159315,MERCH_085,Declined,6.23,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000880,ORD_00003426,2024-04-06 19:19:11,Discount,918.01,USD,Cash,REF_581219,MERCH_084,Approved,9.59,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000881,ORD_00004178,2023-11-13 19:19:11,Adjustment,24.75,USD,Credit Card,REF_259508,MERCH_001,Pending,1.58,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000882,ORD_00000190,2024-10-08 19:19:11,Refund,54.47,USD,Cash,REF_813438,MERCH_081,Approved,4.09,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000883,ORD_00000310,2024-03-25 19:19:11,Sale,-307.06,USD,Cash,REF_108429,MERCH_033,Approved,6.21,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000884,ORD_00003524,2023-10-05 19:19:11,Discount,-164.84,USD,PayPal,REF_959988,MERCH_001,Declined,3.0,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000885,ORD_00000421,2023-10-26 19:19:11,Fee,-5.6,USD,Credit Card,REF_589620,MERCH_085,Pending,0.48,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000886,ORD_00003763,2024-01-23 19:19:11,Refund,133.1,USD,Credit Card,REF_706605,MERCH_100,Pending,9.04,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000887,ORD_00002534,2024-12-16 19:19:11,Fee,425.41,USD,Bank Transfer,REF_754381,MERCH_027,Approved,2.88,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000888,,2025-05-22 19:19:11,Adjustment,71.96,USD,Debit Card,REF_610464,MERCH_071,Declined,6.01,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000889,,2025-06-23 19:19:11,Adjustment,749.28,USD,PayPal,REF_246390,MERCH_047,Approved,5.31,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000890,ORD_00000415,2023-10-09 19:19:11,Adjustment,-298.79,USD,Bank Transfer,REF_593598,MERCH_066,Pending,2.62,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000891,ORD_00000179,2023-10-03 19:19:11,Discount,764.1,USD,Credit Card,REF_658589,MERCH_011,Declined,6.13,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000892,ORD_00001387,2024-08-31 19:19:11,Fee,537.78,USD,Debit Card,REF_655583,MERCH_062,Pending,9.09,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000893,ORD_00003674,2024-09-09 19:19:11,Refund,-990.42,USD,Bank Transfer,REF_885521,MERCH_057,Declined,9.65,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000894,ORD_00004509,2025-06-15 19:19:11,Sale,-510.34,USD,PayPal,REF_560035,MERCH_044,Declined,1.01,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000895,,2025-01-09 19:19:11,Discount,211.2,USD,Bank Transfer,REF_263772,MERCH_010,Pending,8.02,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000896,ORD_00004354,2023-12-25 19:19:11,Sale,-195.87,USD,Credit Card,REF_371736,MERCH_017,Pending,2.51,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000897,ORD_00001307,2023-11-23 19:19:11,Discount,-694.51,USD,PayPal,REF_109680,MERCH_055,Declined,3.31,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000898,ORD_00002951,2024-01-23 19:19:11,Refund,925.35,USD,Bank Transfer,REF_859644,MERCH_078,Pending,9.16,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000899,ORD_00001657,2025-04-16 19:19:11,Adjustment,864.56,USD,Credit Card,REF_662610,MERCH_070,Approved,9.1,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000900,ORD_00001138,2025-01-05 19:19:11,Refund,531.06,USD,Credit Card,REF_739821,MERCH_045,Approved,1.58,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000901,ORD_00004351,2024-11-01 19:19:11,Fee,82.87,USD,Cash,REF_609873,MERCH_006,Pending,4.45,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000902,ORD_00000486,2024-03-22 19:19:11,Discount,-981.23,USD,Bank Transfer,REF_214025,MERCH_035,Approved,3.17,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000903,ORD_00000525,2023-09-11 19:19:11,Sale,74.74,USD,Debit Card,REF_291374,MERCH_082,Approved,1.09,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000904,ORD_00001530,2025-07-19 19:19:11,Adjustment,361.47,USD,Cash,REF_539990,MERCH_083,Approved,6.36,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000905,ORD_00002942,2025-05-15 19:19:11,Adjustment,601.04,USD,PayPal,REF_607702,MERCH_065,Pending,2.72,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000906,ORD_00003744,2024-10-19 19:19:11,Adjustment,-41.78,USD,PayPal,REF_461215,MERCH_072,Declined,5.29,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000907,ORD_00000640,2024-03-11 19:19:11,Fee,621.66,USD,Debit Card,REF_418072,MERCH_035,Declined,4.59,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000908,ORD_00000677,2024-12-06 19:19:11,Discount,-119.79,USD,PayPal,REF_570391,MERCH_048,Approved,0.62,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000909,ORD_00000430,2024-09-04 19:19:11,Fee,-458.69,USD,Bank Transfer,REF_202920,MERCH_028,Approved,2.54,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000910,ORD_00001237,2023-12-20 19:19:11,Fee,-830.65,USD,Debit Card,REF_651930,MERCH_099,Approved,9.04,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000911,ORD_00001901,2023-10-24 19:19:11,Sale,-116.2,USD,PayPal,REF_147437,MERCH_034,Declined,3.34,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000912,ORD_00002498,2024-01-03 19:19:11,Sale,-474.62,USD,Credit Card,REF_619237,MERCH_040,Declined,0.31,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000913,ORD_00004916,2023-08-31 19:19:11,Adjustment,521.39,USD,Debit Card,REF_175369,MERCH_071,Declined,4.83,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000914,ORD_00002620,2023-12-02 19:19:11,Sale,-197.03,USD,PayPal,REF_927535,MERCH_058,Pending,3.26,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000915,ORD_00003787,2024-11-16 19:19:11,Fee,-687.15,USD,Credit Card,REF_879471,MERCH_099,Pending,9.48,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000916,ORD_00002909,2024-11-09 19:19:11,Adjustment,762.53,USD,Debit Card,REF_146380,MERCH_065,Pending,9.76,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000917,ORD_00001918,2024-01-07 19:19:11,Discount,401.27,USD,PayPal,REF_213803,MERCH_078,Approved,2.81,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000918,ORD_00003890,2025-03-31 19:19:11,Refund,-991.21,USD,PayPal,REF_880883,MERCH_081,Declined,1.76,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000919,ORD_00001475,2024-12-16 19:19:11,Adjustment,-827.12,USD,PayPal,REF_192823,MERCH_031,Declined,6.71,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000920,ORD_00003786,2024-04-17 19:19:11,Sale,-591.22,USD,Bank Transfer,REF_371778,MERCH_010,Approved,3.21,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000921,ORD_00002798,2025-04-05 19:19:11,Sale,45.02,USD,Credit Card,REF_812593,MERCH_092,Declined,2.7,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000922,ORD_00001654,2023-08-26 19:19:11,Discount,-48.1,USD,Cash,REF_921472,MERCH_049,Declined,1.02,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000923,ORD_00001139,2024-01-09 19:19:11,Adjustment,-712.02,USD,Bank Transfer,REF_955651,MERCH_038,Pending,4.53,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000924,ORD_00000743,2024-07-11 19:19:11,Fee,-550.19,USD,Bank Transfer,REF_579986,MERCH_082,Pending,0.67,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000925,ORD_00001461,2024-02-03 19:19:11,Discount,351.04,USD,Credit Card,REF_510049,MERCH_001,Pending,7.96,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000926,ORD_00004893,2023-11-14 19:19:11,Refund,11.02,USD,Cash,REF_542538,MERCH_027,Declined,3.13,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000927,ORD_00002729,2025-02-10 19:19:11,Discount,-31.08,USD,Cash,REF_647687,MERCH_064,Approved,9.02,True,2025-08-04 19:19:11,2025-08-04 19:19:11
